Î²,p_DA,p_15,p_ID,q_FC,q_DA,q_15_neg,q_15_pos,R_exp,R_STD,CVaR
2.8,28.21,27.846429520000004,27.183170105,19.4125,16.500625,-3.150838511281008,8.499738977129654,545.8189348187204,133.69100896051344,251.3996632948531
2.8,28.15,27.7872028,27.125354075,23.94375,20.3521875,-3.375882077169178,9.753540277783026,668.6846167809463,144.88656846661578,344.94328264387804
2.8,28.08,27.718104959999998,27.05790204,24.225,20.591250000000002,-3.471766819451017,10.2317727431017,677.4497278304331,150.01139828560275,349.92126724802733
2.8,28.14,27.777331679999996,27.115718070000003,24.587500000000002,20.899375000000003,-3.314203712049335,9.94487766359583,685.362204407045,152.78536436895197,367.3214896091424
2.8,28.12,27.757589439999997,27.096446060000005,25.05,21.2925,-3.5706100486689305,10.470708823311584,698.9242222083177,158.5136214231992,379.3288425653074
2.8,28.23,27.866171760000004,27.202442115000004,25.5,21.675,-3.565961421818285,10.507059623329212,714.5342183345845,162.70360397985525,388.5361233989117
2.8,36.66,36.18752592,35.32559433,26.0625,22.153125,-4.210202849026674,11.456198769166857,954.0663447361777,228.66205769573776,481.01398217024615
2.8,47.91,47.29253591999999,46.16609995499999,26.887500000000003,22.854375000000005,-4.065546334686164,11.897024520961775,1290.9179785836293,313.07311237595354,657.6554199364701
2.8,49.64,49.00023968,47.83312882,27.8125,23.640625,-4.43667535332436,12.305542460248551,1374.3827875987365,344.4144430104865,638.1304634427795
2.8,44.98,44.40029776,43.34275049,28.39375,24.134687500000002,-5.006612256722222,12.855325631637577,1256.869854313068,318.5713924747736,572.0243113653308
2.8,40.02,39.504222240000004,38.563292010000005,28.55,24.267500000000002,-5.037738214888833,12.789516866477113,1117.8400527915173,282.2130671718089,542.0070184319442
2.8,37.64,37.154895679999996,36.26992282,28.675,24.37375,-5.183933544883676,12.972279912352386,1052.889069558921,271.2933059611571,521.7992267038777
2.8,31.39,30.985445680000005,30.247419694999998,29.106250000000003,24.7403125,-4.699724979698829,13.049156649023757,896.4419242832997,223.68633212791215,450.14229446623426
2.8,31.06,30.65969872,29.92943153,29.900000000000002,25.415000000000003,-5.142511818810526,13.23874337691169,905.6577941945893,230.03493667631668,445.5341497532962
2.8,30.12,29.731813439999996,29.023647060000002,30.5375,25.956875,-5.753001586926604,13.962876841001698,899.5779159007091,240.0737205436379,425.55395290160516
2.8,32.06,31.64681072,30.89303203,30.8625,26.233125,-5.8444846999953715,14.134857754084745,963.0020749811545,247.07424973550644,457.59752424605006
2.8,31.63,31.22235255999999,30.478683815,31.212500000000002,26.530625,-5.871873471010085,14.737078885607394,964.9826025487633,253.17382375062058,450.37302354851795
2.8,38.13,37.63858056,36.742087065,31.69375,31.976684979435497,-5.6110388089604655,2.323875958064505,1164.5743699331708,135.21722697261006,711.8377081072548
2.8,42.76,42.20890912,41.20355738,32.40625,27.5453125,-16.275737678365857,7.260620312499995,1235.083887444201,412.41936952058177,52.46842590578632
2.8,39.96,39.44499552,38.50547598,33.31875,28.3209375,-2.1157647619284585,7.599340500000004,1268.3996448431456,176.1472811876718,769.7415983383344
2.8,30.58,30.18588496,29.466903289999994,34.03125,28.9265625,-1.7558381267851457,8.803203749999998,1005.658635947592,124.39126509875697,670.5328633113298
2.8,28.7,28.330114400000003,27.655334349999997,34.06875,29.617831267603922,-2.047316285585431,7.162791232396078,946.3564844666321,109.83861723013985,625.9242323367425
2.8,28.2,27.836558399999994,27.1735341,33.050000000000004,28.29901344609026,-0.6208237635553537,7.951218053909745,908.4294661387543,99.2057616774102,638.6631176530611
2.8,27.42,27.066611040000005,26.421925710000004,30.7375,26.126875000000002,-6.096020063726224,15.050015620783453,836.87126543316,230.27080264731654,365.81116430283896
